TIMESTAMP,CURRENT_PRICE,SHARES,P/L_PERCENT,PROFIT/LOSS,REALIZED_PROFIT/LOSS,HOLD/NONE,PURCHASE/SELL_PRICE,PURCHASE_COST
11:18,57.5800,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:19,57.5500,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:20,57.5053,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:21,57.5250,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:22,57.5100,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:23,57.5150,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:24,57.5200,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:25,57.5000,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:26,57.5150,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:27,57.5200,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:28,57.4750,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:29,57.5400,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:30,57.5400,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:31,57.5450,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:32,57.5401,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:33,57.5400,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:34,57.5300,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:35,57.5450,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:36,57.5200,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:37,57.5167,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:38,57.5365,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:39,57.5350,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:40,57.5200,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:41,57.5150,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:42,57.5300,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:43,57.5600,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:44,57.5501,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:45,57.5950,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:46,57.5750,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:47,57.5600,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:48,57.5600,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:49,57.5500,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:50,57.5550,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:51,57.5650,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:52,57.5600,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:53,57.5450,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:54,57.5300,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:55,57.5472,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:56,57.5359,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:57,57.5550,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:58,57.5250,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:59,57.5200,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:00,57.5150,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:01,57.5350,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:02,57.5401,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:03,57.5450,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:04,57.5341,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:05,57.5100,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:06,57.5050,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
